id,sentiment,text
7625,Positive,GOP debate: Early numbers suggest record audience http://t.co/TUV31vgKLY #trump2016 #gop #gopdebate
7626,Negative,RT @kesgardner: THANK YOU CARLY for mentioning those EPA regulations that would further strangle our economy. #GOPDebate
7627,Positive,"RT @Bidenshairplugs: Retweet if you're tired of the Democrats importing third world peasants to win elections, and the GOP not trying to st…"
7628,Positive,So this Vine of @RandPaul's eye roll to Chris Christie at the #GOPDebate last night has 4 MILLION loops: https://t.co/hf318QSoWD
7629,Negative,RT @warriorwoman91: Many Republicans are upset about Planned Parenthood?? How can you be a human being and not be upset about those videos?…
7630,Negative,@megynkelly was the big loser in #GOPDebate  #FOXNEWSDEBATE
7631,Negative,@Salon 2nd Favorite #GOPDebate Meme on internet! http://t.co/RnYUvlHv4D
7632,Neutral,"Rubio passes critical debate test, but abortion answer hands Democrats gift. http://t.co/81h38AjLbQ #p2 #UniteBlue #USLatino #GOPDebate"
7633,Neutral,"LBH,@megynkelly came into the debate with a chip on her shoulder where @realDonaldTrump was concerned.#SorryNotSorry #GOPDebate #BeImpartial"
7634,Neutral,@JohnKasich we thought we’d share how you performed on social medial after last night’s #Republican #GOPDebate http://t.co/nbKLMsbRI1
7635,Neutral,Megyn Kelly: Rosie O'Donnell a 'woman.' #GOPDebate
7636,Negative,RT @ThePatriot143: #GOPDebate @megynkelly to Trump: 'When Did You Become a Republican?' Trump should have said 'When did you become a repor…
7637,Negative,"RT @JillBidenVeep: I loved Huckabee's work in ""The Grinch who Stole Christmas."" #GOPDebate"
7638,Neutral,As far as individual performances at #GOPDebate I don't think it's a stretch to say @CarlyFiorina won the 1st. No one broke out of the 2nd.
7639,Negative,#GOPDebate: Fiorina Blasts Trump's Clinton Ties: 'I Didn't Get A Phone Call From Bill' |  http://t.co/LvzMwOwrRS
7640,Neutral,Fact checking the GOP candidates' statements in debate http://t.co/2maLAjpTly via @NewsHour impressed I caught half of these in #gopdebate
7641,Positive,#Carly2016 : @CarlyFiorina was 'dominant' winner of #GOPdebate night. @ChrisStirewalt http://t.co/72u0fGvb9J
7642,Negative,RT @TumbleweedATL: I think your 3 cent titanium tax doesn't go too far enough! #GOPDebate #Futurama
7643,Negative,"Vote for a dad who
brags he's never changed a
diaper? No thanks, Trump.
#sexyvoterhaiku #GOPDebate"
7644,Negative,RT @MichelleDBeadle: Fake laughter is the best laughter. #GOPDebate
7645,Negative,RT @JohnFugelsang: You could listen to all the candidate ideas in #gopdebate or you could just look at Kansas.
7646,Negative,#TedCruz reminded me of my Aunt Ethel sending her chicken a la king back to the kitchen at Cracker Barrel. #GOPDebate
7647,Negative,"#DonaldTrump retweeted comment calling @megynkelly a ""bimbo"" last night. This is a man who hates women. The @GOP front runner. #GOPDebate"
7648,Negative,http://t.co/7uGkpZu40y I'm just gonna leave this here... #GOPDebate #Trump #RandPaul2016 http://t.co/E6JS3dFt7x
7649,Negative,"GPBSavannah: See ya later, #cleveland. In about a year if not sooner. #GOPdebate #election2016 https://t.co/zNWOFJAy6O"
7650,Negative,"I loved it in the #GOPdebate when @BenCarson likened taxes to tithes, and said God already had a great plan, inherently fair."
7651,Positive,"As usual, @Peggynoonannyc very insightful on the #GOPDebate candidates: http://t.co/4yp5VfABjq"
7652,Negative,RT @lea_elenaa: I AM CONFUSED AS TO WHY WOMEN'S REPRODUCTIVE RIGHTS IS A DEBATE TOPIC FOR THE MALE REPUBLICAN CANDIDATES #GOPDebate
7653,Negative,RT @MikeFromTN: @ChuckNellis @PhillipNLegg @JebBush  If @realDonaldTrump is a Conservative then I'm the Pope! And. I. Am. Not. #tcot #GOPDe…
7654,Neutral,Getting my fill of @TheView! Can't wait for them to dish on the #GOPDebate.
7655,Negative,Just woke up and I'm wondering: was the #GOPDebate real? Or the most horrifying nightmare I've ever had?
7656,Negative,"RT @BiasedGirl: Oh. Hey. So ""drafting off of Trump"" Maybe not the best idea. #GOPDebate #DumpTrump  https://t.co/AU1MBqGe7l"
7657,Neutral,"#GOPDebate 

Fox grade:  D-

1 Hard to access online (thx Periscope)
2 Lousy questions
3 Biased

Undercard Fox moderators were pretty good"
7658,Neutral,Jeb Bush underperforms at the #GOPDebate http://t.co/P9AuvS7Egn by jonward11 http://t.co/VvQ2JGN9bI
7659,Negative,RT @ConnieSchultz: Every candidate who wants to repeal Obamacare should have to answer: Which Americans lose their healthcare? Name your vi…
7660,Neutral,"Good morning, friends. Ready to review the #GOPDebate performances with fresh eyes? Here's one take: https://t.co/YE8xYc4gLn"
7661,Neutral,RT @SmartPolitics: Equal distribution of candidate speaking time (6:52) only reached by Trump &amp; Bush #GOPDebate http://t.co/ZNSQlB4ow2 http…
7662,Negative,"RT @CapehartJ: ""The President can't tell us what we got"" in the Iran deal. Except he gave an entire speech about it yesterday. #GOPDebate"
7663,Negative,"Disappointed with @FoxNews facilitators, concentration on one person (Trump) and overall feel of a reality show, not a #GOPDebate"
7664,Neutral,#GOPDebate: Chris Christie And Rand Paul Spar Over NSA |  http://t.co/Q2Tt9FilHH
7665,Neutral,@bustle @brosandprose I think this is my favorite #GOPDebate GIF yet
7666,Negative,"RT @pattonoswalt: ""They call me EAT-O Corleone."" -- Chris Christie. #GOPDebate"
7667,Negative,RT @JaymeKFraser: Funny memes weigh in on #GOPdebate. A @HoustonChron collection: http://t.co/wktSBpOpzV  #MoreDebatesPlease http://t.co/EI…
7668,Negative,Is it me or has Gov. Christie slimmed down even more? #GOPDebate
7669,Negative,Not a senior nor a junior at the #GOPDebate last night was fit for the presidency. #StraightTalk What MSM does not have the guts to say.
7670,Positive,RT @SmartBlackMan: Bush knocked down the Towers tho...#GOPDebate #KKKorGOP
7671,Negative,I read #GOPDebate  Fact checks today..  Did ANYONE tell the truth??
7672,Neutral,Ended up last night at the Renaissance with some of the RNC at a private event. One way to end the night! #GOPDebate
7673,Negative,hey look- the #KochBrothers R on the stage- standing between #BenCarson &amp; #Trump #GOPDebate
7674,Positive,"The next #GOPDebate, I believe @CarlyFiorina deserves a seat at the big table.  #TCOT #RedNationRising #PJNET"
7675,Negative,Going on @koolidge in 5 minutes to talk #GOPDebate and Stewart's awful finale. Tune in http://t.co/mXpD56nTwx
7676,Neutral,Chrissy 'Tingles' Matthews gets his ass handed to him by Carly Fiorina. 😄😄😄 http://t.co/h5P56Xx2rG #GOPDebate
7677,Negative,"Someone did a fact check on the debates last night They all get an ""F"" http://t.co/PCOgVBoaow @rolandsmartin @FreedomSide @AFLCIO #GOPDebate"
7678,Negative,@StephenAtHome Here's my take on the GOP debate: https://t.co/VLTnasVw0t #GOPDebate
7679,Neutral,msnbc: All of your latest #GOPdebate news and more in one place: http://t.co/yjRjXD1yfq (Getty) http://t.co/x5rmYn4Rc6
7680,Neutral,RT @DCcronin: Follow the 2016 US elections race live http://t.co/hii1aEWl0I  #GOPDebate #Zoomph #FaceOff http://t.co/Fyv6al6Q40
7681,Negative,"Since @FoxNews wants to talk about campaign donations, let's talk.
@rupertmurdoch @realDonaldTrump
#GOPDebate http://t.co/7n0VLjf2sN"
7682,Negative,Listening to #Compton by @drdre was more real than listening to the #GOPDebate
7683,Negative,"#GOPDebate #FoxDebate #DonaldTrump #MegynKelly 
To start debate with a loaded sexist question was unfair &amp; disgusting http://t.co/dAEJOOo1De"
7684,Negative,RT @DWStweets: Obamacare extends the solvency of Medicare and makes prescription drugs more affordable. That's the care seniors deserve. #O…
7685,Neutral,"""Miss the #GOPDebate? Here are the highlights, in 60 seconds--WATCH: http://t.co/yNNabR9pqQ http://t.co/WRRgMtvyOz"""
7686,Negative,Republicans still talking about abortion like it's the 1960s. #GOPDebate http://t.co/Tz6w74Bk0I
7687,Neutral,RT @goldengateblond: Lindsey Graham is like if warm milk were a person. #GOPDebate
7688,Negative,"#gopdebate #Trump's 3AM tweet brags of winning debate with a ""dumb panel"" by ""massive amount"". Less-dumb panel"" would trounce him massively"
7689,Neutral,The real winner of last night's #GOPDebate? Fuck You Republicanism! http://t.co/QV43oi8ceQ
7690,Negative,RT @southsalem: Pyrrhic victory. Got ratings. Lost viewers. @FoxNews #GOPDebate #KellyFile #ChrisCrowley
7691,Negative,"My summary of #GOPDebate candidates from last night: mouth-breathing, paste-eating poster children for the banality of evil."
7692,Negative,"George Bush may have hated black people, but @realDonaldTrump hates all women.

And Mexicans.

#GOPDebate #whatadick #ohmygodihatehimsomuch"
7693,Neutral,"@bkshelvesofdoom Alas, stating true facts does not always effectivley squelch stupid, bone-headed and moronic ideas. See Also: #GOPDebate"
7694,Positive,"Best line of the night?

#MarcoRubio #GOPDebate http://t.co/zhnqHDPILn"
7695,Negative,"RT @HalSparks: ""We should respect life from beginning to end"" unless it's in Iran. Then nuke em hard #GOPDebate"
7696,Negative,Finally had the opportunity to watch the #GOPDebate and I was honestly speechless...
7697,Negative,"RT @SSReaney: @megynkelly MostStupidQ #GOPDebate 11 M+ illegals in this country &amp; Chris Wallace asks Trump for ""proof"" that they're crossin…"
7698,Negative,"A 3rd grader can debate like our political candidates. If we stress on specifics - like an implementation plan, we hear crickets #GOPDebate"
7699,Negative,"RT @libbybeau: ""The game ain't worth winning if you're breaking all the rules"" #GOPDebate"
7700,Negative,"""Women shouldn't have body rights.""
""Oh, yeah? I will go FULL FUCKING CARTOON FASCIST to deny women body rights!""
— #GOPDebate in brief"
7701,Neutral,"RT @Nettaaaaaaaa: ""the military is not some social experiment"" Huckabee #GOPDebate"
7702,Negative,"Dallas is a sanctuary city for illegal immigrants, I believe. If I have the definition of “sanctuary city” correct. #GOPDebate"
7703,Negative,Expose him now. Then he is The Clinton's problem. Not ours. #DumpTrump #GOPDebate #JigIsUp  https://t.co/MM2dVMCQQb
7704,Neutral,"RT @JessicaValenti: ""I have gay friends."" #GOPDebate"
7705,Negative,As much as I don't like @realDonaldTrump the #GOPDebate was all about ripping him apart. The first question dragged on.
7706,Negative,RT @AdamSmith_USA: Race was discussed for only seconds. There's the Republican Party for you. #GOPDebate
7707,Neutral,RT @10NewsAtkinson: Millennials reaction to tonights #GOPDebate? @TomiLahren talks with @10News before sharing her thoughts on @Nightline h…
7708,Negative,RT @larryfeltonj: Amazing how little attention was spent on police killing of black people. Defining national issue in at the moment. #GOPD…
7709,Neutral,RT @ChrisRugaber: Bush says Fla. added 1.3M jobs but housing bubble was big driver - 3/4 jobs were gone 3 yrs later #GOPdebate: http://t.co…
7710,Negative,Omfg Huckabee called out Obama for vilifying people who disagree with him. The irony! #GOPDebate
7711,Negative,RT @nvr2conservativ: #GOPDebate revealed Trump isn't all that; Paul &amp; Christie didn't belong there but Fiorina did; Jeb is establishment; C…
7712,Negative,Wait what? There can be debate about who did best in last night's #GOPDebate but it certainly wasn't @RandPaul...  https://t.co/wKLkMkDfIk
7713,Neutral,RT @sfpathe: Did this guy's candidate have a bad night? Wonder who he's supporting... #gopdebate http://t.co/Dvnvk3B84l
7714,Neutral,Join me tonight from 6-8PM as I will be live tweeting the Cubic Zirconia Showcase on QVC  #GOPDebate
7715,Negative,"Lost in all the insanity of the #GOPDebate was how FoxNews was completely shilling for the GOP, not pretending to be impartial. #Shocked"
7716,Neutral,"Tried to watch #GOPDebate, couldn't figure out my cable (1st time trying, had it for a year). This is how often I watch TV. #truestory"
7717,Positive,"""God gives me unconditional love, I'm going to give it to my family, my friends, and the people around me."" ~ Kasich #GOPDebate"
7718,Positive,.@JohnKasich surprises me again with his #gaymarriage answer. I like this guy. #GOPDebate
7719,Positive,These are great! Which is your fave?  #GOPDebate  https://t.co/EojrKB1ahS
7720,Negative,RT @rixshep: .@glennbeck And the projected losers in the #FoxDebate / #GOPDebate are ... @megynkelly &amp; Chris Wallace!
7721,Neutral,.@realDonaldTrump caused quite a stir last night at the #GOPDebate http://t.co/Cw97OcUCUt http://t.co/B1f9KJT99z
7722,Neutral,"@FoxNews @CNN http://t.co/anItX9LFjz  #GOPDebate #MarcoRubio POWER RANKINGS, PROPHECIES, POLLS and PREDICTIONS: http://t.co/NPeY2SymkP … …"
7723,Neutral,Incoming hot take from @AndrewStilesUSA on #GOPDebate http://t.co/p1GoAlBT67
7724,Negative,Knew #GOPDebate ratings would be through the roof. It was compelling theatre. Reality TV at its finest. https://t.co/KBX7kMFsS7
7725,Negative,RT @carmengoblue: It is like Miss America meets Jerry Springer. #gopdebate
7726,Negative,RT @sobertacious: DEFUNDING PLANNED PARENTHOOD IS NOT SOMETHING TO BE PROUD OF #GOPDebate
7727,Negative,NONE IS TALKING JUSTICE IN AMERICA #GOPDebate http://t.co/h9AgXpuZ4a
7728,Negative,"John Kasich Is A RINO.
#GOPDebate"
7729,Negative,Best anal.  Ysis you will read about last nights debates. #GOPDebate  https://t.co/1BAMWCKIZf
7730,Negative,"Trump: the system is broken, i know because i've taken advantage. #GOPDebate"
7731,Negative,RT @patriotmom61: .@greta Ask Trump where he got his blue collar message https://t.co/JufZK92PMI #GOPDebate #FoxDebate #greta http://t.co/a…
7732,Neutral,"I'll bet you have some strong opinions on the most-watched debate in history.  So do I.. http://t.co/3KrWyxTqaJ 
#GOPDebate"
7733,Neutral,"Forget the #GOPDebate, this is definitely the most important development in the election thus far. http://t.co/2Z3SyiX6GY"
7734,Negative,@weeklystandard @JayCostTWS @realDonaldTrump your attempts to put him down are hilariously desperate. #GOPDebate #Trump2016
7735,Neutral,"RT @KatiePavlich: ""I don't want my marriage or my guns registered in Washington"" -Rand Paul #GOPdebate"
7736,Negative,"RT @SnarkyFieds: ""Does God talk to you"" is the final question? I swear I thought this was an elaborate @TheDailyShow joke. #GOPDebate http:…"
7737,Neutral,We definitely need #InternationalBeerDay after last night's #GOPDebate
7738,Negative,"How are you pro life, but bitch about funding programs that provide for these lives??? *looking to see where they do that at* #GOPDebate"
7739,Negative,"RT @LiberalMmama: This is the saddest, most incomprehensible tweet I've ever seen... #GOPClownCar #GOPDebate  https://t.co/eDnUqWhPsh"
7740,Negative,RT @Rambobiggs: Jeb Bush Sucks #GOPDebate
7741,Neutral,RT @laurenekelly: Kate Winslet in this commercial wins the Republican Debate. #GOPDebate
7742,Neutral,#RT #GOPDebate #AllGOPCandidates @ScottWalker @RealBenCarson @MarcoRubio My Authentic #Prolife View of 8/6 GOPDebate http://t.co/spzULv5Vqb
7743,Negative,"Skipped #GOPDebate drinking games last night in favor of plain ol' drinking and, after reading recaps, feel even better about that decision."
7744,Negative,RT @SteveAmiri: This season of The Bachelorette sucks. #GOPDebate http://t.co/tRKbUPSudN
7745,Negative,"RT @OTOOLEFAN: I figured Megyn Kelly's last question would be ""Do you believe Santa Claus is White?""  #gopdebate"
7746,Negative,RT @cloudscribbles: Some countries dream of democracy and we make drinking games out of it. #GOPDebate #USAUSA
7747,Positive,GOP Debate last night was interesting! I'm super exciting to see where things go from here as we get closer to 2016. #GOPDebate
7748,Negative,A debate without moderation http://t.co/lPaeYdgEEk #GOPDebate
7749,Neutral,WSJ: Did Donald Trump’s performance at the first #GOPdebate help or hurt him? http://t.co/ldoO17buIp http://t.co/onmX03TzfD
7750,Negative,"RT @hellojoshpaul: @FoxNews hosts hogged 30% of the speaking time at the #GOPDebate who's running for president? Oh yeah, not the moderator…"
7751,Positive,"RT @SouthernHomo: Yes, I'm a Democrat and I still watched the #GOPDebate because I want to be an informed voter and know candidates positio…"
7752,Negative,"Before the #GOPDebate, 14 focus groupers said they had favorable view of @FrankLuntz, @megynkelly &amp; @FoxNews.  

After, none did."
7753,Neutral,Hands down fave #GOPDebate retort. http://t.co/ZTAQ1LiUww
7754,Positive,So @JohnKasich says we should respects all take care of the poor &amp; the sick ...Bad news he's Not getting the #GOP  nomination  #GOPDebate
7755,Neutral,RT @ericdeamer: Annie Krol of NARAL on stilts. #ScottWalker #GOPDebate http://t.co/2NREO9ncoy
7756,Negative,"candidates' Christian comments?! @GovMikeHuckabee @marcorubio
build a wall, prostitutes, illegals, #probirth cut medicare.. #GOPDebate"
7757,Negative,"RT @MichaelGfrd: Remember when Reagan ignored the 40,000+ Americans who died of HIV during the 1980s? #GOPDebate"
7758,Negative,RT @AnthonyCumia: Waiting for Trump to speak while listening to other candidates drivel is like sitting through Air Supply waiting for Led …
7759,Positive,"The Donald, in spite of megyn kelly, won the debate,
#GOPDebate"
7760,Negative,"RT @goldietaylor: Trump basically said, ""I bought them because they were for sale."" #BNRDebates #GOPDebate http://t.co/gle2jybfBb"
7761,Negative,"RT @RedStateMojo: **DRUDGE POLL** Jeb Bush Confirmed as Pathetic, Near Last. #GOPDebate #tcot https://t.co/9vxEIqxjfE"
7762,Negative,"#GOPDebate 
How could Americans and world knows that the results are accurate and thre's a transparency &amp; no manipulations  ? @RandPaul"
7763,Negative,Why is this sorta-cute little Mexican fuck @marcorubio a Republican? #GOPDebate
7764,Negative,"RT @funnyordie: It's not whether you win or lose, Donald. The only thing that matters in life is not winding up like you. #GOPDebate"
7765,Negative,"Mere days after @EPA releases #CleanPowerPlan, climate remains a non-issue in #GOPdebate. via ICN http://t.co/HWk4w4s238 #HearThePope"
7766,Neutral,"RT @TXCrude: Retweeted Wayne Dupree (@WayneDupreeShow):

Disagree all you want

#GOPDebate was hit job on @realDonaldTrump and... http://t.…"
7767,Negative,Trump's the drunk guy no one wants at the party #GOPDebate
7768,Negative,Lots of dangerous hot-air from ideologue @RandPaul! #NSA #GOPDebate
7769,Negative,"RT @NARAL: .@JohnKasich talks about common sense, but repeatedly voted for an abortion ban that would make doctors into criminals. #OwnIt #…"
7770,Positive,RT @robportman: Packed house in Dublin for our #GOPdebate watch party! http://t.co/qhPE4anYZ3
7771,Neutral,"The GOP debate, charted word by word http://t.co/iIDQMXpor9 #gopdebate"
7772,Negative,@POTUS just watched the #GOPDebate  He got a good laugh. #UniteBlue #LibCrib #TYT #tcot #topprog #p2 #TNTweeters http://t.co/virJzqbGuW
7773,Positive,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…
7774,Negative,"RT @lifeisageless: Biggest loser of #GOPDebate is , wait for it.....  @megynkelly"
7775,Negative,"#GOPDebate is it really fair that Trump be among Gop candidates ? 
Money can buy anything even results !"
7776,Negative,"I don't normally do this, but I'm gonna DL the #GOPDebate so I can watch a group of the biggest idiots fight it out for ""Idiot of the Year""."
7777,Positive,Great images. #GOPDebate #photography https://t.co/fOxKcpUroF
7778,Negative,"RT @electraphant: Rubio: Trump buys politicians
Bush: I haven't gotten $ from him yet. 
Christie: Yea, I'm for sale too. 
Trump: All in goo…"
7779,Neutral,RT @emilyscole: @TheCityClub @ninaturner @ConnieSchultz @JillMillerZimon @danmoulthrop Looking forward to @RepDWStweets thoughts on #GOPDeb…
7780,Positive,Listening to @CNN recap the #GOPDebate all day at work..... This should be fun........
7781,Negative,RT @jessemermell: Commercial break. I feel like I need to take this time to somehow cleanse my soul after watching #GOPDebate for an hour.
7782,Negative,"FrankLuntz: Before the #GOPDebate, 14 focus groupers said they had favorable view of Trump.

After, only 3 saw him… http://t.co/AuhlNZa3Ww"
7783,Negative,"RT @SouthernHomo: So Trump considers treating women with respect ""political correctness"" ??? #GOPDebate"
7784,Negative,#GOPDebate Donald Trump hates Mexicans? http://t.co/dtmqyAJ56S
7785,Negative,"Foehammer2008: RT renomarky: ☑ never watch #KellyFile again

1. #GOPDebate questions 
2. Pandering to DWStweets 
3… http://t.co/AuhlNZa3Ww"
7786,Negative,The best part about the #GOPdebate? The #memes...duhhhh http://t.co/7UUnFkBfLJ via @houstonchron
7787,Negative,"RT @brentalfloss: So Huckabee doesn't like science when it threatens his God, but he does like it when it circuitously leads to pro-life po…"
7788,Negative,"""A list of all the people (and nations) Donald Trump insulted last night at the #GOPdebate: http://t.co/gp6JiMFrJA http://t.co/V0d82zUfgV"""
7789,Neutral,@CarlyFiorina left @hardball_chris speechless. No small task. http://t.co/9XJNtVbLb2 #GOPDebate #Carly2016
7790,Positive,“@WSJ: Did Donald Trump’s performance at the first #GOPdebate help or hurt him? # he spoke the truth you either like you or not I do.
7791,Neutral,RT @troydanielsmith: Drew from @WetHot could grow up to be Rand Paul. #GOPDebate @ThomasBarbusca
7792,Negative,if you were a republican before the #GOPDebate &amp; are still a republican after the debate congratulations on letting your true idiocy shine
7793,Negative,"@GameofOwns Last night, I kept imagining what a debate would be like between the contenders for the Iron Throne. Probably bloody. #GOPDebate"
7794,Neutral,"CNN: So, who won the #GOPDebate? http://t.co/zaShlpYoty #p2 #topprog #UniteBlue #CTL"
7795,Neutral,@TheCityClub @ninaturner @ConnieSchultz @JillMillerZimon @danmoulthrop Looking forward to @RepDWStweets thoughts on #GOPDebate #election2016
7796,Neutral,"Gov @BobbyJindal Vows to Violate the #FirstAmendment If Elected President http://t.co/AQ8V8C6p0p
#UniteBlue #GOPDebate #LGBT #p2 #topprog"
7797,Negative,I thought i was watching msnbc last night or TMZ not a presidential debate @FoxNews #GOPDebate
7798,Neutral,"""Do you think @realDonaldTrump is a clown?"" ""I fixed the economy!"" @JebBush #GOPDebate"
7799,Neutral,RT @michelejmartin: Last night was huge for TV #jonvoyage AND #gopdebate battled it out on social. Who won? @AnnaRawsuh of @ovrdrv recaps h…
7800,Positive,@thehill she's the only one with any promise at the JV game #GOPDebate
7801,Positive,I want to see Donald Trump as US President. He is awesome. #GOPDebate http://t.co/gWVflrsZk4
7802,Negative,RT @ctmommy: pre-debate @megynkelly “Oh we have a secret plan on how to deal with @realDonaldTrump…” LOL. TO INCREASE HIS SUPPORT???  @FoxN…
7803,Negative,"RT @AlishaGrauso: I can't be the only one who has the Benny Hill theme song running through my head during the #GOPDebate, right?"
7804,Negative,"Look Ma, I found a #statist who thinks that a #grammar lesson was needed to cover up their #idiocracy #GOPDebate  https://t.co/q7cIesuPoe"
7805,Negative,"I could see @netflix advertising the #GOPDebate like ""Because you watched 'Wet Hot American Summer' and other ridiculous comedies..."""
7806,Negative,RT @Omojuwa: Donald Trump is a showman. An entertainer. He'd say &amp; do anything to stay in the news. He is not good for the U.S. #GOPDebate
7807,Positive,Marc Sandalow: Rubio Made A Strong Case About The Benefits Of His Conservative Values #GOPDebate http://t.co/1Zb75gqMUW
7808,Positive,Stars in the debate last night were Rubio and Kasich. #GOPDebate at least Kasich sounded compassionate.
7809,Negative,Ben Carson is probably the dumbest smart person alive. Says Homosexuality is unnatural &amp; Climate change is unproven. But Ur a Dr #GOPDebate
7810,Negative,"RT @BaxterSpotlight: ""...fool me once, shame on — shame on you. Fool me — you can't get fooled again.""  President George W Bush #GOPDebate …"
7811,Neutral,'RealAlexJones will be taking twitter questions on #GOPdebate in 3rd hr of today's show. Watch live 11am-2pm ct: http://t.co/U2PTc9Yx3k v…
7812,Negative,RT @WayneWylie1: From the real debate: Americans too reliant on government assistance. @RickSantorum #Rick2016 #gopdebate  http://t.co/gwLF…
7813,Neutral,RT @julia_azari: The American people will never trust Washington DC. Except for the 17 of us who are desperate to move there. #GOPDebate
7814,Positive,RT @StephenH2OMan: But Carly Fiorina winning the early debate may have done more for her campaign than anyone else! #GOPDebate
7815,Negative,Big fail last night for the digital arm of @FoxNews. http://t.co/k2c6axrECL #GOPDebate
7816,Negative,"Oh, so vetting a candidate is now ""BS"" if the candidate is #Trump? This is what primaries are for. @Dolly0811 @sandykjack #GOPDebate #tcot"
7817,Neutral,RT @TopTrevor: Women listening to the Republican candidates #GOPDebate http://t.co/5qNilZghjm
7818,Neutral,"@tedcruz being a busy candidate following @FoxNews #GOPDebate. He's touring today in SC and @cityofsavannah, my coverage tonight on @WSAV"
7819,Negative,"RT @thatsmylobster: @Wiseguysutah hey, is Donald Trump coming to Wiseguys anytime soon? I'd like advance tickets. #GOPDebate"
7820,Negative,RT @patriotmom61: Lots of rhetoric on the #GOPDebate stage from political neophytes &amp; newbies but no actual record of accomplishments. #Exp…
7821,Negative,"AlissaLyn14: RT NylonMag: The 10 most insane, ridiculous quotes from last night's #GOPDebate. Seriously, what the … http://t.co/AuhlNZa3Ww"
7822,Neutral,The GOP primary debate: Five takeaways http://t.co/Km1x8AO68L via @usatoday2016 #GOPDebate
7823,Negative,"They oppose #PlannedParenthood and they oppose #Abortion - like, How? #GOPDebate"
7824,Negative,"#ChrisChristie Under what part of small central government do we put data mining, warrantless wiretaps and domestic spying? #GOPDebate"
7825,Neutral,Ted Cruz with Sean Hannity After the #GOPDebate https://t.co/HiAkzxRkXc via @YouTube
7826,Negative,Rubio using economic merit as a basis of determining if you should live in the U.S. How messed up is that? Smh. #GOPDebate
7827,Negative,"RT @Brand0nRichards: Well, @HuffPostLive has perfected the photoshop and totally made me fall for a @SNLUpdate pic of Stefon regarding #GOP…"
7828,Positive,"Wow, I expected a lot of people would watch the #GOPDebate but not this many http://t.co/io41NN1omN"
7829,Neutral,First debate's search interest: @CarlyFiorina vs. @realDonaldTrump #gopdebate http://t.co/FuF97ox5cy
7830,Negative,". @RandPaul … poor Paul. I'm afraid @realDonaldTrump was correct when he said to Paul, ""you are having a hard time tonight."" #GOPDebate"
7831,Negative,RT @RolfHarris65: #GOPDebate RWNJs are all upset at Fox for not lobbing softballs at their favorites. Bunch of babies.
7832,Positive,RT @JRpolitirants: Here's who I'm rooting for tonight! #CruzCrew #CruzToVictory I'm so pumped and ready for the first #GOPDebate ! http://t…
7833,Positive,I'm not a republican but GOTDAM I love Chris Christie #GOPDebate
7834,Positive,"RT @MelsLien: And the winner of tonight's #GOPDebate was: Me, for making it through the #GOPdebate."
7835,Neutral,"RT @patriotmom61: Carly Fiorina is open to legal status for adult illegal immigrants, citizenship for their kids http://t.co/QCYtvoCrxq #GO…"
7836,Positive,Great job @RandPaul on the #GOPDebate !  I enjoyed listening to u!
7837,Neutral,"#GOPDebate rocks and rolls in Cleveland. #Republish this @McClatchyDC  article via #repubHub, the content network. http://t.co/L68D7wlQ0Z"
7838,Negative,"So at #GOPDebate, the man that said cinnamon cures diabetes, wants pimps to collect taxes. Huckabee will not be Prez. @SMShow @deray"
7839,Positive,.@GovWalker was solid. He knew his stuff &amp; was comfortable. He has an excellent track record of success against opposition. #GOPDebate
7840,Negative,RT @lhlamb: #MegynKelly's extensions should have their own Twitter feed. #GOPDebate
7841,Positive,@realDonaldTrump taught me during the #GOPDebate that it's okay to be mean to others if you can reframe it as anti-political correctness
7842,Negative,RT @HRC: The fact is @RandPaul has staked out a consistent record against equality. Learn more http://t.co/xHYjH1FJfk #GOPDebate
7843,Positive,RT @CarlyFiorina: Talked with @ijreview about my pre-debate ritual. I take Solitaire very seriously. https://t.co/O7UJL56NM7 #GOPDebate #Ca…
7844,Neutral,RT @CatholicLisa: I'd like to see some reporter get @RickSantorum 's response to Jeb Bush's claim that he ended partial birth abortion. #GO…
7845,Neutral,"RT @NealMcCluskey: What is the education solution, if not ""high standards""? Educational freedom http://t.co/p6F9arKVea #Cato2016 #GOPDebate"
7846,Negative,"RT @corrado_19: Breaking: Rosie O'Donnell responds to Trump by snapping angry selfie...
#GOPDebate http://t.co/hF0vZjFOD3"
7847,Negative,"Some candidates exaggerated their records at last night’s #GOPdebate, but some just got it all wrong: http://t.co/aCM6aL9tDb"
7848,Negative,"RT @GovJVentura: I'm not voting for a Republican, so why should I waste my time on the #GOPdebate ? WATCH: http://t.co/oPcqIhURN9 http://t.…"
7849,Negative,"We hate political correctness on the right, except when someone is politically incorrect. Then let's grab the pitch forks. #GOPDebate"
7850,Positive,"RT @realRoseIzzo: Outstanding Mr Trump! #TrumpWins &gt;@DanScavino: #GOPDebate Winner!
Drudge 50% 
TIME 46%
FOXSD @realDonaldTrump http://t.co…"
7851,Negative,RT @ashleyhblake: YOU CANNOT WAVE YOUR UNBORN BABIES DESERVE CONSTITUTIONAL PROTECTION FLAG &amp; NOT GRANT IT TO PEOPLE ALREADY LIVING. #GOPDe…
7852,Negative,"@walkermorin wait, you mean the #gopdebate wasn't the new Fox comedy?"
